NewsID	Content
83300	"# #The article also contains numbers on the number of sexual partners.
# #The median number of sexual partners for all men 20-39 was 7.3.
# #Compared to the table I have already posted from Masters, Johnson,
# #and Kolodny showing male homosexual partners, it is apparent that
# #homosexual men are dramatically more promiscuous than the general
# #male population.  It's a shame that we don't have a breakdown for
# #straight men vs. gay/bi men -- that would show even more dramatically
# #how much more promiscuous gay/bi men are.
# 
# Possibly because gay/bi men are less likely to get married?

Marriage isn't a requirement for a couple staying together.

# What was the purpose of this post?  If it was to show a mindless obsession
# with statistics, an incredibly flawed system of reasoning, and a repellent
# hatemonger agenda, then the purpose was accomplished with panache.
# 
# (a) Get a clue.  (b) Get a life.  (c) Get out of my face.  I'm not in yours.
# 
# ----bi    Andrew D. Simchik					SCHNOPIA!

Yes you are.  When you and the rest of the homosexual community
pass laws to impose your moral codes on me, by requiring me to
hire, rent to, or otherwise associate with a homosexual against
my will, yes, you are in my face.  Until homosexuals stop trying
to impose their morals on me, I will be in your face about this."
63253	"

   I guess I would react rather strongly to this line of thinking carried 
out!  When you think ""your army"" is stronger than ""mine"", you would 
""righteously"" take my children and baptize them, doing what you know is 
really ""best"" for them.
   You cannot possibly put this kind of action, nor the crusades into the 
context of the teachings of Jesus/God.  I think he advocated a different 
approach that was *by design* made to be appealing, to those called by him, 
not chosen by a church practice.
   It seems to me you have the cause and effect switched, the change comes 
and then you get baptized.
"
46141	"
Wasn't the beef with the English over ""taxation WITHOUT REPRESENTATION"",
not taxation itself?  

From my admittedly dim recollection of US history, most of the problems 
we Americans have had with taxes have been with unfair/unjust taxation
schemes, not with taxes themselves.  It's pretty hard to run a government
without any means of support.

--------------------------------------------------------------------------
...Dale Cook    ""Any town having more churches than bars has a serious
                   social problem."" ---Edward Abbey
The opinions are mine only (i.e., they are NOT my employer's)"
28477	"This notice will be posted weekly in sci.space, sci.astro, and
sci.space.shuttle.

    The Frequently Asked Questions (FAQ) list for sci.space and sci.astro is
posted approximately monthly. It also covers many questions that come up on
sci.space.shuttle (for shuttle launch dates, see below).

    The FAQ is posted with a long expiration date, so a copy may be in your
news spool directory (look at old articles in sci.space). If not, here are
two ways to get a copy without waiting for the next posting:

    (1) If your machine is on the Internet, it can be obtained by anonymous
FTP from the SPACE archive at ames.arc.nasa.gov (128.102.18.3) in directory
pub/SPACE/FAQ.

    (2) Otherwise, send email to 'archive-server@ames.arc.nasa.gov'
containing the single line:

help

    The archive server will return directions on how to use it. To get an
index of files in the FAQ directory, send email containing the lines:

send space FAQ/Index
send space FAQ/faq1

    Use these files as a guide to which other files to retrieve to answer
your questions.

    Shuttle launch dates are posted by Ken Hollis periodically in
sci.space.shuttle. A copy of his manifest is now available in the Ames
archive in pub/SPACE/FAQ/manifest and may be requested from the email
archive-server with 'send space FAQ/manifest'. Please get this document
instead of posting requests for information on launches and landings."
97630	"
While I agree with you on that formal training is essential for safe riding,
I disagree strongly with your original point. The point of formal training 
must be to prepare riders for the road. Preparedness is in my opinion
to know as much as possible. So, to exclude some aspects of riding a bike 
in a course is wrong IMHO. Now to countersteering in particular.
Countersteering is something that must be trained. A common reaction among 
new bikers (or bicycle riders) in an emergency situation, is to steer the 
motorcycle like a bicycle. As we know this makes the motorcycle go in the
direction opposite to what was intended. Needless to say, this is dangerous.
I have a specific example: A rider in a left turn. The rider thinks he/she
is to close to the right shoulder of the road, and tries to steer the 
motorcycle to the left by pulling the left handle and pushing the right 
handle. The motorcycle straightens up and goes off the road. 
A worse scenario: The same rider, same turn. In the middle of the turn
the rider sees a truck coming towards him/her. The panicking rider tries
to steer the motorcycle away from the truck and crashes right into it.

The main function of a riding course is to teach how to avoid emergency 
situations, AND what to do if in one. Thus, the knowledge (and training) of
countersteering is IMHO a must in any riding course."
98838	"
[...]


Not that I think anyone cares, but this pattern (using other examples
of course) was discussed 2,000 years ago by Aristotle in
_Nicomachean_Ethics_.   Note that you can't use this insight to reason
backwards; e.g.:  Since the conservatives see the media as liberal and
the liberals see the media as conservative, the media are fair!  (though
I've seen this ""reasoning"" implied)  


Ken"
68746	"

Of course,

	How many government projects after Using PERT, GANT, C.P.M.s
Process flow diagrams,  Level 5 software projects....  actually
come in on schedule and under Cost.  I know the GAO determined
that 80% of all NASA projects  miss their budgets due to failing
to adequately measure  engineering developement costs.   

Me, I am allin favor of Government R&D.  I thought Bell Labs was one of the best 
to do research.   I don't think the government should pour money
into any one sector,  but should engage in projects which naturally
push the state of the art.  

THings like  High tech  construction projects,  apollo  was worth it for the doing.  Running hte national labs.  The SSC is grossly overweight,  but
is a reasonable project at a lower cost.  

Unfortunately support for solo investigators is direly neglected.

Maybe what they should do, is throw out much of the process and just tell
new PH'ds,  you get a 1 time grant of $50,000.00   If you produce, you
can  qualify for other grants.  If you don't  you never get in again.

THis way  young people get a shot at  reserach,  and older  stale 
scientists don't dominate the process."
12048	"Dear gentlemen!

The firm called ""INTERBUSINESS,LTD"" offers quite inexpensive
method to determine ore & oil locations all over the world.
In this method used data got from space satellites. Being
in your office and using theese data you can get a good statis-
tical prognosis of locations mentioned above.

        This prognosis could be done for any part of the world!
If you're interested in details please send E-mail:

        svn@aoibs.msk.su"
62099	"I'm planning on writing several classes to build a raytracing/radiosity library
on top of, and i'm wondering if anythink like this is freely available on the
net before i go to it. What i need is classes like rays, vectors, colors,
shaders, surfaces, media, primitives, worlds (containing primitives) and
views/images.

Please post or mail.
-- 
Torgeir Veimo

Studying at the University of Bergen

""...I'm gona wave my freak flag high!"" (Jimi Hendrix)"
74956	": It is a dead and useless faith which has no action behind it.  Actions
: prove our faith and show the genuineness of it.

A good example of this is Abraham (referred to in the James passage). Hebrews
says that Abraham was justified by faith -- but his faith was demonstrated
through his works (i.e., he obeyed what God told him to do).

Reading Abraham's ``biography'' in Genesis is very instructive. He was a man
beset by *lack* of faith a lot of the time (e.g. lying about Sarah being his
wife on 2 occasions; trying to fulfil God's promise on God's behalf by
copulating with Hagar). . . yet it seems that God didn't evaluate him on the
basis of individual incidents. Abraham is listed as one of the ``heroes of 
faith'' in Hebrews 11. i.e., when it really came to the crunch, God declared
Abraham as a man of faith. He believed God's promises.

This gives us confidence. Although real faith demonstrates itself through
works, God is not going to judge us according to our success/failure in
performing works.

``Not by works of righteousness which we have done, but according to His mercy
he saved us, through the washing of regeneration, and renewing of the Holy
Spirit.'' (Titus 3.5)

Amazing Grace! Hallelujah!"
72747	"# #The argument that ""slavery was a dying institution"" was often made by
# 						     ^^^
# 						     (IS)
# 
# #historians, mainly Southerners, who sought to divert attention from the 
# #institution as the central issue of the Civil War.  In fact, however,
# #the argument is specious, at best.  More recent scholarship from the 
# #last 20-30 years demonstrates rather conclusively that the cotton/sugar/
# #tobacco economy and its reliance on slavery was increasingly dominant in 
# #the South prior to the Civil War.
# 
# This is because the South did not receive the massive momentum of capital
#  intensive growth that the Northern states did. Compare the Northern
#  agricultural system with the Southern and you will see a major difference 
#  in the capital to labor intensity.

Capital and labor are one and the same in a slave economy.  Except that
capital doesn't reproduce quite as readily as slaves did.

Slavery was a dying institution before the cotton gin, yes, but not
in 1850.

# #It is true that cotton suffered from price depression in the 1840's -
# #the period used to claim that slavery would not have lasted in the 
# #South.  
# 
# That is not the argument that I have heard. It would not have lasted because
#  the growth in the North would not have been sustained for much longer without
#  spilling over to the Southern states, i.e. Northern industry would have 
#  migrated capital to the Southern states, and with that would have come 
#  immigrant labor to the ports of the South, e.g. Charleston, Savannah, Mobile,
#  New Orleans, etc. This would have put the breaks on the slave market and
#  slavery would have been out-moded by the capital intensity of competing 
#  agriculturalists. Those that insisted on keeping slaves because of their
#  ""Cruel Hearts and Hatred for Black People"" would have been driven out of
#  business. Simple capital to labor ratio...read Michael Parkin _Microeconomics_
#  2nd edition, and any other basic economics book.

This assumes that the slave holder dominance over state governments
would not have caused the passage of laws to keep out capital from the
North.  Since slave holders were prepared to do almost anything else
to destroy free markets in order to maintain slavery, I do not doubt
that they would have passed laws to cripple any serious competitive
threat.  Thomas Sowell's _Market and Minorities_ argues that the
maintenance of slavery, and the costs it imposed on state and local
governments, discouraged not only capital formation, but also outside
capital investment in the Southern states.

# 	Craig A. Depken, II"
23715	"Sixteen days I had put off test driving the Honda ST1100.  Finally,
the 17th was a Saturday without much rain.  In fact it cleared up, 
became warm and sunny, and the wind died.  About three weeks ago, I
took a long cool ride on the Hawk down to Cycles! 128 for a test ride.
They had sold, and delivered, the demo ST1100 about fifteen hours
before I arrived.  And the demo VFR was bike-locked in the showroom --
surrounded by 150 other bikes, and not likely to move soon.

Today was different.  There were even more bikes.  50 used dirt bikes,
50 used street bikes, 35 cars, and a big tent full of Outlandishly Fat
Touring Bikes With Trailers were all squeezed in the parking lot.
Some sort of fat bike convention.  Shelly and Dave were running one
MSF course each, at the same time.  One in the classroom and one on
the back lot.  Plus, there was the usuall free cookout food that
Cycles! gives away every weekend in the summer.  Hmmm, it seemed like
a big moto party.

After about ten minutes of looking for Rob C, cheif of sales slime,
and another 5 minutes reading and signing a long disclosure/libility/
pray-to-god form I helped JT push the ST out into the mess in the
parking lot.  We went over the the controls, I put the tank bag from 
the Hawk into the right saddlebag, and my wife put everything else
into the left saddlebag.  ( Thats nice.... )  Having helped push the 
ST out to the lot, I thought it best to have JT move it to the edge of
the road, away from the 100+ bikes and 100+ people.  He rode it like a
bicycle!  'It cant be that heavy' I thought.

Well I was wrong.  As I sat on the ST, both feet down, all I could 
think was ""big"".  Then I put one foot up.  ""Heavy"" came to mind very
quickly.  With Cindy on the back -- was she on the back?  Hard to 
tell with seat three times as large as a Hawk seat -- the bike seemed
nearly out of control just idling on the side of the road.

By 3000 rpm in second gear, all the weight seemed to dissappear.  Even
on bike with 4.1 miles on the odometer, slippery new tires, and pads that 
did not yet bite the disks, things seems smooth and sure.  Cycles! is
on a section of 128 that few folks ever ride.  About 30 miles north
of the computer concentration, about five miles north of where I95
splits away, 128 is a lighly travelled, two lane limited access
highway.  It goes through heavily forested sections of Hamilton, 
Manchester-by-the-Sea and Newbury on its way to Gloucester.
On its way there, it meets 133, a road that winds from the sea about
30 miles inland to Andover.  On its way it goes through many
thoroughly New England spots.  Perfect, if slow, sport touring sections.

Cindy has no difficulty with speed.  3rd gear, 4th gear, purring along
in top gear.  This thing has less low rpm grunt that my Hawk.  Lane 
changes were a new experience.  A big heft is required to move this 
thing.  Responds well though.   No wallowing or complaint.  Behind the
fairing it was fairly quiet, but the helmet buffeting was
non-trivial.  Top gear car passing at 85mph was nearly effortless.
Smooth, smooth, smooth.   Not sure what the v4 sound reminds me of,
but it is pleasant.  If only the bars were not transmitting an endless
buzz.

The jump on to 133 caused me to be less than impressed with the
brakes.  Its a down hill, reversing camber, twice-reversing radius,
decreasing radius turn.  A real squeeze is needed on the front binder.  
The section of 133 we were on was tight, but too urban.  The ST works ok
in this section, but it shows its weight.  We went by the clam shack
oft featured in ""Spencer for Hire"" -- a place where you could really 
find ""Spencer"", his house was about 15 miles down 133.  After putting
through traffic for a while, we turned and went back to 128.

About half way through the onramp, I yanked Cindy's wrist, our singal
for ""hold on tight"".  Head check left,  time to find redline.  Second
gear gives a good shove.  Third too.  Fourth sees DoD speed with a 
short shift into top.  On the way to 133 we saw no cops and very light
traffic.  Did not cross into DoD zone because the bike was too new.
Well, now it had 25 miles on it, so it was ok.  Tried some high effort
lane changes, some wide sweeping turns.  Time to wick it up?  I went 
until the buffeting was threating to pull us off the seat.  And stayed
there.  When I was comfortable with the wind and the steering, 
I looked down to find an indicated 135mph.  Not bad for 2-up touring.

Beverly comes fast at more than twice the posted limit.  At the ""get
off in a mile"" sign, I rolled off the throttle and coasted.  I wanted
to re-adjust to the coming slowness.  It was a good idea:  there were
several manhole-sized patches of sand on the exit ramp.  Back to the 
slow and heavy behavior.  Cycles! is about a mile from 128.  I could 
see even more cars stacked up outside right when I got off.  I managed
to thread the ST through the cars to the edge of the concrete pad
out front.  Heavy.  It took way too much effort for Cindy and I to put
the thing on the center stand.  I am sure that if I used the side
stand the ST would have been on its side within a minute.


My demo opinion?  Heavy.  Put it on a diet.  Smooth, comfortable,
hardly notices the DoD speed.   I'd buy on for about $3000 less than 
list, just like it is.  Too much $ for the bike as it is."
93206	"Sanjay Sinha, on the 12 Apr 93 00:23:19 GMT wibbled:

: Thanks to everyone who posted in my previous quest for camping info..

: Another question. 
: Well, not strictly r.m. stuff

: I am looking for a thermos/flask to keep coffee hot. I mean real
: hot! Of course it must be the unbreakable type. So far, what ever
: metal type I have wasted money on has not matched the vacuum/glass 
: type.

: Any info appreciated.

: Sanjay


Back in my youth (ahem) the wiffy and moi purchased a gadget which heated up
water from a 12V source.  It was for car use but we thought we'd try it on my
RD350B.  It worked OK apart from one slight problem: we had to keep the revs 
above 7000.  Any lower and the motor would die from lack of electron movement.

It made for interesting cups of coffee, anyhow.  We would plot routes that
contained straights of over three miles so that we had sufficient time to
get the water to boiling point.  This is sometimes difficult in England.

Good luck on your quest.
--

Nick (the Biker)   DoD 1069   Concise Oxford

M'Lud."
43108	"

The Moderator of the General Assembly, the Rev. John Fife, visited our
church about a week ago (just 4 days after Rev. Spahr--it's been a busy
week for our small church!!).  He was asked specifically about the issue
of homosexuality and what he thinks will happen at the GA meeting next
month.  Evidently, there are 15-20 known resolutions pending that range
the gamut from ""outlawing"" homosexuality altogether to ""legalizing"" it
completely.  He will readily admit that this is probabaly the most difficult
issue that the church has had to deal with since the Presbyterian church
split in two over the issue of slavery more than 100 years ago.  Without
question, the issue may split the church again after we've been reunited
for all of a dozen years or so.  He is hopeful that it will not and is
pushing the same attitude that helped the church deal with the abortion
issue last year as a solution.

He is hoping to pass a resolution that more or less states that we, the
members of the church ""Agree to Disagree"" on the issue, admitting that
both sides have honestly studied the Scriptures and had the Spirit lead
them to different conclusions.  It worked last year when the abortion
issue threatened to do more or less the same thing, and he is hopeful that
the GA can foster a loving and caring attitude about people who disagree
with their own view.

--
Cliff Slaughterbeck           | 
Dept. of Physics, FM-15       |   It's time for the sermon on the
University of Washington      |   Grand Torino!
Seattle, WA 98195             |"
31583	"for SRC

In most languages, the Feast of the Resurrection of Our Lord is
known as the PASCH, or PASQUE, or some variation thereof, a word
which comes from the Hebrew PESACH, meaning ""Passover."" In English,
German, and a few related languages, however, it is known as EASTER,
or some variation thereof, and questions have been asked about the
origin of this term.

One explanation is that given by the Venerable Bede in his DE
RATIONE TEMPORUM 1:5, where he derives the word from the name of an
Anglo-Saxon goddess of Spring called EASTRE. Bede is a great
scholar, and it is natural to take his word for it. But he lived
673-735, and Augustine began preaching in Kent in 597. The use of
the word EASTER to describe the Feast would have been well
established before the birth of Bede and probably before the birth
of anyone he might have discussed the subject with. It seems likely
that his derivation is just a guess, based on his awareness that
there had been an Anglo-Saxon goddess of Spring bearing that name,
and the resemblance of the words. Thus, if the said resemblance
(surely it is not surprising that a personification of Spring should
have a name similar to the word for Dawn) is not in istelf
convincing, the testimony (or rather the conjecture) by Bede does
not make it more so.

Assuming that Bede was right, that would not justify saying that the
Christian celebration (which, after all, had been going on for some
centuries before the name EASTER was applied to it) has pagan roots.
It would simply mean that the Anglo-Saxons, upon becoming Christians
and beginning to celebrate the Resurrection by a festival every
spring, called it by the name that to them meant simply ""Spring
Festival.""

However, Bede's is not the only theory that has been proposed.  J
Knoblech, in ""Die Sprach,"" ZEITSCHRIFT FUER SPRACHWISSENSCHAFT 5
(Vienna, 1959) 27-45, offers the following derivation:

Among Latin-speaking Christians, the week beginning with the Feast
of the Resurrection was known as ""hebdomada alba"" (white week),
since the newly-baptized Christians were accustomed to wear their
white baptismal robes throughout that week. Sometimes the week was
referred to simply as ""albae."" Translaters rendering this into
German mistook it for the plural of ""alba,"" meaning ""dawn."" They
accordingly rendered it as EOSTARUM, which is Old High German for
""dawn."" This gave rise to the form EASTER in English.

 Yours,
 James Kiefer
"
93450	"I've been to three talks in the last month which might be of interest. I've 
transcribed some of my notes below.  Since my note taking ability is by no means
infallible, please assume that all factual errors are mine.  Permission is 
granted to copy this without restriction.

Michael Sternberg, Cheif of Operations of RIMSAT, was invited to speak at an
informal lunch held by ACDIS here on the campus of the University of Illinois.
ACDIS is an organization on campus that deals with Arms Control, Disarmament and
International Security.  RIMSAT was considered an appropriate topic because the
company is using Russian launchers and satellites.  I think it also helped that
his daughter is a grad student in the International Relations program.

The concept behind RIMSAT apparently began when Matt Neilson (?) went to Tonga
to visit a friend.  While he was there, he somehow ended up visiting the king,
who happened to be a big TV fan.  Matt bought the King a satellite dish, which 
the king thought was really nifty.  Since Tonga has a GNP of about $70 million,
His Majesty asked if there was any way to make money off this.  Matt thought
there probably was, so at his suggestion, Tonga applied for 31 geosynchronous
satellite slots.  While this isn't entirely off the wall, it was very unusual,
seeing as Tonga was a tiny kingdom with no space program, and 31 is a lot of
slots.

The whole thing was debated in the appropriate regulatory agency and Carl
Hilliard (who is apparently a respected space lawyer) wrote several opinions
supporting Tonga's case.  Eventually Tonga ended up with 7 slots, ranging from 
70 E to 170 E (slots are designated by the longitude over which they reside).
According to Sternberg, four of these, from 130 E to 142 E are the best in the
world because they are excellently placed for communications between Hawaii and 
the Pacific Rim. 

RIMSAT was formed to use these slots. It was officially formed in Nevis as a tax
haven.  They tried for a few years to raise funds in the west, however, to
fill 7 slots with western satellites launched on western launchers would have
cost approximately $2 billion.  It's not easy to raise that kind of money.
Eventually, they hit upon the idea of using Russian hardware.  They began 
negotiating with Glavkosmos for hardware.  Mr Sternberg describes operating in 
Moscow in such harsh terms that I don't think I'll visit there for a long time.
Besides a significant lack of creature comforts, he was not happy with the way
that people operate.  For example ""everybody can sell you everything.""  
Everyone can show the proper documents and licenses that indicate they are the
only ones who have the authority to sell what ever you want to by.

Eventually, RIMSAT arranged a deal with Glavkosmos for 6 satellites at a cost
of $150 million.  However, Glavkosmos lost favor after the coup.  Sternberg
says that this is because they were basically a bunch of KGB operatives who 
went to trade shows and picked up lots of brochures.  Since Glavkosmos was
out of power, he had to renegotiate the deal with the new authorities.  He
again described life in a Moscow hotel in rather unfavorable terms.  Eventually,
he worked out a deal and on Dec 4, 1992 he met with Koptev, who heads the 
Russian space program, to sign the deal.  Koptev insisted on a few concessions
before signing and according to Sternberg he arranged these new rules to 
allow himself to form another company to do the exact same thing as RIMSAT.

The next step was to meet with the builders of the hardware, NPO Applied 
Mechanics -- NPO PM to use their acronym.  This organization is located in 
Siberia (can't figure out how to spell the town, I need an atlas) and has built
about 1500 vehicles since the dawn of the space age.  Sternberg commented that
siberians are very different from Musovites.  They are hard workers, honest
people who team up to get things done, very much like midwesterners.  At this
point there were some comments from the audience that agreed with his opinion on
both siberians and midwesterners :-)

Sternberg had lots of good things to say about NPO PM.  His company is 
apparently lookng for $100 million to invest in the firm to become 50% partners.It apparently costs the Russians about $4 million to build a satellite that
would sell for $50 million in the west.  If you want to give them 
specifications, they'll build you a satellite.  For the particular satellites
that RIMSAT will be using, costs run about $378,000 per transponder year.  This
compares to $810,000 t/y in the U.S.  They can sell their time for about $1.1
million compared to $2.6 million in the U.S.  RIMSAT will launch their 
satellites on Protons.  To get the best prices, they bought in bulk.  They 
have the rights to twelve launches, so if any of you need a lift I can give
you their address.  The first launch is scheduled for October and they are
getting one used satellite from the Russians, which is being moved into place
now.

Tidbits:

*  Sternberg says this kind of thing has to be done by entrepreneurs, not big
business because big business is just like what they have over there, except
that ""we have better paper, both in the bathroom and in the copier.""

*  Russian launches are self insured.  The promise to replace a failed launch
within 9 months.

*  Major investors in RIMSAT include Russell 20/20, which is a huge retirement
fund organization, Cellsat, which is a big telecom business in southeast Asia,
and a fund operated by some of the big names in U.S aerospace which he says is
sort of an insurance policy for them if this really takes off.

*  He downplayed the instabilites in the ex-USSR saying that we are worried
partly because we aren't used to seeing Russia as anything but an unvarying
monolith.  Italy gets a new government ""every two weeks"" but we don't worry 
because we're used to it.  He predicted that once we get used to seeing what
really goes on in Russia we won't worry about their stability as much.

*  Part of the problem with cooperative ventures is the problem of transfering
money.  The central bank has a policy of taking hard currency payments, putting
25% in their coffers and replacing the rest with the ""equivalent"" value in 
rubles.  To get around this, RIMSAT pays their hard currency into an Austrian
bank account.  NPO PM then pays their contractors with foreign currency so that
the only the contractors get swindled by the government.

*  One of the big problems RIMSAT has had is stonewalling by the western 
satellite industry.  However, Intelsat recently bought three of the same type
of satellites, which was rather reassuring.

*  The biggest worry most people have about russian satellites is the primitive
technology and shorter lifetime.  The older Gorizont (Horizon) satellites have
a lifetime of about 5 years, while the more modern Express satellites compare
well with western technology and last about 8 years.  While this is much 
shorter than 15 years for western satellites, Sternberg downplayed the 
difference.  At these prices they can afford to launch new ones.  In addition,
shorter lifetimes mean that they can replace their equipment with newer
technology so they will be able to compete better than older, out of date
hardware.
"
